Pressure,Temperature,fO2,SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,H2O,Cr2O3,NiO,Failed
9110.81,1946.0,-0.0,52.08,1.69,15.58,6.26,7.53,10.27,3.99,1.65,0.84,0.0,0.11,0.0,0.0,1.0
11501.03,1948.0,1.43,50.93,1.92,15.87,9.41,7.3,10.88,3.06,0.34,0.29,0.0,0.0,0.0,0.0,1.0
381.41,1971.0,0.5,50.58,0.98,16.91,7.63,6.84,8.9,3.21,1.03,0.34,0.0,1.46,2.11,0.0,1.0
11773.44,1972.0,-4.57,51.48,0.04,5.44,0.0,38.96,2.49,0.0,0.85,0.0,0.0,0.0,0.74,0.0,1.0
2150.49,1981.0,3.24,59.21,0.85,15.41,5.71,5.86,6.9,2.83,1.42,0.27,0.0,1.55,0.0,0.0,1.0
11869.57,1986.0,-2.07,48.96,0.05,3.04,0.0,45.6,2.16,0.17,0.01,0.0,0.0,0.0,0.0,0.0,1.0
11002.27,1993.0,1.37,50.74,1.52,15.01,10.29,7.55,11.78,2.9,0.1,0.11,0.0,0.0,0.0,0.0,1.0
7785.52,1957.0,1.28,40.66,0.05,2.67,9.64,31.3,14.69,0.35,0.02,0.07,0.0,0.0,0.55,0.0,1.0
5508.97,1958.0,-0.17,52.23,0.95,16.98,7.24,6.35,8.84,3.26,1.21,0.37,0.0,1.48,1.09,0.0,1.0
7051.57,1961.0,-2.31,56.45,1.27,17.51,0.0,8.49,12.86,3.03,0.32,0.0,0.0,0.0,0.06,0.0,1.0
5301.27,1962.0,-2.72,48.26,1.55,18.59,7.68,8.83,9.8,3.45,1.4,0.44,0.0,0.0,0.0,0.0,1.0
5810.0,1966.0,2.36,48.62,0.84,17.16,9.18,9.58,12.0,2.53,0.04,0.05,0.0,0.0,0.0,0.0,1.0
1759.2,1975.0,-4.54,47.12,0.11,3.32,0.0,40.83,3.24,0.21,0.0,0.0,0.0,5.16,0.0,0.0,1.0
5487.19,1978.0,-3.19,50.85,0.03,3.38,0.0,41.71,3.0,0.32,0.4,0.0,0.0,0.0,0.31,0.0,1.0
3262.43,1983.0,3.56,56.78,0.45,17.77,0.0,8.46,12.38,4.08,0.06,0.01,0.0,0.0,0.0,0.0,1.0
6754.17,1986.0,-0.41,46.27,1.12,9.96,11.05,20.82,9.08,1.27,0.25,0.16,0.0,0.0,0.0,0.0,1.0
4874.49,1946.0,3.01,50.68,1.05,15.53,9.47,8.44,12.71,1.99,0.04,0.09,0.0,0.0,0.0,0.0,1.0
9175.55,1948.0,-2.36,53.79,0.91,17.19,0.0,10.2,15.77,1.96,0.14,0.03,0.0,0.0,0.0,0.0,1.0
691.62,1956.0,-4.92,49.38,1.66,16.78,9.1,8.28,10.58,3.75,0.24,0.23,0.0,0.0,0.0,0.0,1.0
9667.8,1957.0,-4.95,57.07,1.33,17.5,0.0,8.08,11.91,3.53,0.16,0.13,0.0,0.25,0.04,0.0,1.0
5133.93,1969.0,3.98,50.67,0.77,24.96,0.0,5.5,15.45,2.46,0.11,0.09,0.0,0.0,0.0,0.0,1.0
5182.39,1991.0,1.26,61.89,0.28,13.03,3.88,8.41,4.61,3.71,1.64,0.1,0.0,2.12,0.34,0.0,1.0
9695.7,1993.0,1.06,45.89,0.81,17.49,9.73,14.62,9.22,1.97,0.05,0.2,0.0,0.0,0.02,0.0,1.0
1975.5,1961.0,-2.15,47.66,0.01,1.32,0.0,50.03,0.51,0.0,0.05,0.0,0.0,0.0,0.43,0.0,1.0
4319.53,1973.0,2.2,50.08,2.32,13.39,13.86,5.97,11.21,2.76,0.19,0.22,0.0,0.0,0.0,0.0,1.0
2103.84,1975.0,-2.8,53.91,1.17,15.06,6.22,6.09,8.88,4.14,1.48,0.81,0.0,0.36,1.89,0.0,1.0
7378.9,1976.0,-3.06,49.66,1.32,15.65,10.23,7.78,12.29,2.6,0.28,0.18,0.0,0.0,0.0,0.0,1.0
4842.53,1946.0,4.24,60.46,0.63,14.63,5.66,6.57,3.23,5.11,1.9,0.0,0.0,0.2,1.59,0.0,1.0
10788.94,1947.0,-3.38,55.6,1.43,18.55,0.0,8.08,11.77,4.13,0.21,0.17,0.0,0.0,0.05,0.0,1.0
7368.81,1949.0,1.9,50.76,1.15,15.26,9.46,8.87,12.27,2.04,0.08,0.11,0.0,0.0,0.0,0.0,1.0
8412.11,1967.0,2.42,47.01,0.01,0.74,0.0,51.26,0.57,0.01,0.0,0.0,0.0,0.0,0.39,0.0,1.0
1820.5,1969.0,1.46,49.66,2.05,15.47,10.71,7.09,10.92,3.24,0.52,0.33,0.0,0.0,0.0,0.0,1.0
4346.14,1974.0,-1.17,54.97,0.73,15.79,6.52,7.05,8.18,3.19,1.62,0.29,0.0,1.48,0.19,0.0,1.0
4277.97,1975.0,-1.14,52.53,0.96,16.12,7.4,8.0,9.78,3.24,1.49,0.48,0.0,0.0,0.0,0.0,1.0
11285.34,1991.0,3.42,51.32,1.11,15.03,9.46,8.04,12.72,2.04,0.15,0.13,0.0,0.0,0.0,0.0,1.0
7222.87,1945.0,1.72,51.8,1.04,15.19,8.6,8.22,12.9,1.94,0.15,0.15,0.0,0.0,0.0,0.0,1.0
1245.14,1946.0,0.62,51.54,0.76,14.89,7.1,7.98,8.57,2.9,1.22,0.26,0.0,2.79,1.99,0.0,1.0
4350.68,1947.0,2.66,51.7,1.16,15.87,8.74,8.06,11.86,2.21,0.26,0.15,0.0,0.0,0.0,0.0,1.0
5973.77,1948.0,-0.33,48.42,0.83,14.52,8.07,12.27,10.11,2.77,0.8,0.3,0.0,1.49,0.42,0.0,1.0
6449.87,1949.0,-4.65,49.09,0.05,2.06,0.0,46.87,1.34,0.11,0.06,0.0,0.0,0.0,0.41,0.0,1.0
7684.12,1950.0,1.87,51.1,1.72,14.55,10.34,7.31,11.68,2.89,0.19,0.21,0.0,0.0,0.0,0.0,1.0
4453.86,1955.0,2.54,52.17,0.84,23.95,0.0,5.85,14.91,2.05,0.16,0.06,0.0,0.0,0.0,0.0,1.0
683.39,1956.0,-4.66,53.65,0.4,17.78,0.0,9.38,13.68,2.98,0.1,0.01,0.0,1.96,0.06,0.0,1.0
11584.68,1957.0,4.04,53.87,0.32,20.12,0.0,9.84,12.87,2.87,0.05,0.02,0.0,0.0,0.02,0.0,1.0
1726.11,1971.0,4.47,50.61,2.92,12.65,14.05,5.98,10.5,2.88,0.05,0.36,0.0,0.0,0.0,0.0,1.0
8084.34,1977.0,4.48,48.01,0.02,1.22,0.0,49.71,0.29,0.15,0.14,0.02,0.0,0.0,0.44,0.0,1.0
6408.27,1992.0,1.49,56.06,0.74,16.61,6.38,5.11,8.1,3.31,1.92,0.28,0.0,1.49,0.0,0.0,1.0
9026.34,1993.0,-1.67,57.29,1.44,17.5,0.0,7.98,11.9,3.43,0.41,0.0,0.0,0.0,0.05,0.0,1.0
10138.56,1946.0,-4.36,49.69,0.17,21.43,0.0,14.09,11.89,2.09,0.61,0.02,0.0,0.0,0.0,0.0,1.0
10680.93,1950.0,-3.37,44.36,0.04,1.34,8.74,42.78,2.71,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0
10756.66,1953.0,-3.3,45.89,0.81,17.49,9.73,14.62,9.22,1.97,0.05,0.2,0.0,0.0,0.02,0.0,1.0
7481.08,1957.0,1.04,57.18,1.15,18.54,0.0,11.57,5.88,3.85,1.64,0.18,0.0,0.0,0.0,0.0,1.0
195.1,1964.0,-2.02,50.51,1.06,15.53,9.44,8.53,12.72,2.04,0.05,0.12,0.0,0.0,0.0,0.0,1.0
2885.05,1971.0,0.08,51.04,1.03,15.33,9.51,8.33,12.63,1.98,0.04,0.1,0.0,0.0,0.0,0.0,1.0
6057.04,1972.0,3.32,48.53,1.77,15.94,12.33,6.71,10.43,3.44,0.51,0.34,0.0,0.0,0.0,0.0,1.0
640.81,1973.0,-0.38,48.81,0.83,17.51,8.23,9.5,12.88,2.13,0.02,0.09,0.0,0.0,0.0,0.0,1.0
11420.05,1974.0,-2.57,47.86,2.9,15.22,10.91,6.58,11.01,3.48,0.86,0.47,0.0,0.68,0.04,0.0,1.0
10319.21,1977.0,-3.2,49.85,1.11,16.57,9.0,8.69,12.14,2.46,0.09,0.09,0.0,0.0,0.0,0.0,1.0
3220.42,1980.0,0.88,57.02,0.42,6.44,0.0,26.71,8.95,0.43,0.02,0.01,0.0,0.0,0.0,0.0,1.0
6548.03,1987.0,-1.88,50.41,0.97,22.15,0.0,7.36,14.77,2.57,0.26,0.16,0.0,1.35,0.0,0.0,1.0
11245.83,1945.0,-3.14,51.26,1.14,15.71,8.73,8.09,12.27,2.62,0.08,0.1,0.0,0.0,0.0,0.0,1.0
9093.44,1949.0,-4.03,50.41,1.29,15.39,9.4,8.62,12.17,2.62,0.1,0.0,0.0,0.0,0.0,0.0,1.0
5801.45,1950.0,4.43,50.29,1.89,16.5,9.04,7.16,11.03,3.12,0.71,0.26,0.0,0.0,0.0,0.0,1.0
5139.65,1964.0,3.61,50.58,2.04,14.11,12.51,6.77,11.25,2.47,0.1,0.16,0.0,0.0,0.0,0.0,1.0
3467.39,1949.0,4.54,50.72,1.11,16.26,9.03,8.27,12.27,2.17,0.07,0.1,0.0,0.0,0.0,0.0,1.0
3567.81,1952.0,4.15,46.56,1.37,9.77,10.91,15.82,14.58,0.94,0.03,0.02,0.0,0.0,0.0,0.0,1.0
9910.93,1953.0,4.16,57.18,1.71,17.71,0.0,8.74,10.63,3.62,0.23,0.19,0.0,0.0,0.0,0.0,1.0
6870.2,1962.0,0.97,57.17,1.13,16.51,0.0,6.77,12.47,4.16,1.69,0.1,0.0,0.0,0.0,0.0,1.0
6356.72,1984.0,-3.24,54.32,0.3,13.97,8.0,9.82,12.75,0.7,0.12,0.02,0.0,0.0,0.0,0.0,1.0
3539.41,1994.0,3.76,55.21,0.68,16.3,7.01,5.69,7.87,3.88,1.5,0.23,0.0,1.51,0.12,0.0,1.0
11729.48,1950.0,-1.08,50.81,2.03,13.9,11.85,6.9,11.53,2.65,0.13,0.2,0.0,0.0,0.0,0.0,1.0
6240.28,1963.0,1.97,49.69,1.81,10.96,11.17,15.31,8.78,1.86,0.25,0.17,0.0,0.0,0.0,0.0,1.0
2941.22,1967.0,-0.25,55.4,0.73,16.23,6.5,6.43,8.2,3.49,1.29,0.24,0.0,1.49,0.0,0.0,1.0
7637.19,1974.0,1.91,50.77,2.7,15.24,10.67,6.37,10.14,3.05,0.72,0.35,0.0,0.0,0.0,0.0,1.0
2701.97,1989.0,4.22,55.73,0.06,2.25,0.0,19.83,21.16,0.03,0.0,0.0,0.0,0.0,0.93,0.0,1.0
1031.17,1994.0,2.67,51.06,1.14,15.4,8.92,8.0,12.5,2.86,0.12,0.0,0.0,0.0,0.0,0.0,1.0
4571.77,1946.0,2.18,49.97,1.23,15.98,8.84,8.96,12.23,2.59,0.09,0.1,0.0,0.0,0.0,0.0,1.0
4082.6,1948.0,-2.2,46.76,0.11,3.58,0.0,41.0,3.2,0.21,0.01,0.01,0.0,5.12,0.0,0.0,1.0
8493.08,1957.0,0.05,45.45,0.01,2.14,8.2,41.79,2.31,0.08,0.01,0.0,0.0,0.0,0.0,0.0,1.0
2826.63,1959.0,-1.69,59.9,0.63,14.5,5.61,6.51,3.2,5.06,1.89,0.0,0.0,0.66,2.04,0.0,1.0
116.93,1965.0,1.19,43.96,0.02,1.08,8.46,45.25,1.09,0.09,0.04,0.01,0.0,0.0,0.0,0.0,1.0
2101.82,1966.0,1.87,51.38,1.35,17.23,8.59,6.51,11.69,3.0,0.11,0.13,0.0,0.0,0.0,0.0,1.0
800.19,1980.0,4.12,46.14,0.02,1.21,8.83,43.71,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0
8955.26,1985.0,2.37,54.4,0.75,17.88,0.0,7.98,13.07,3.62,0.12,0.1,0.0,2.07,0.01,0.0,1.0
3764.48,1987.0,-3.1,51.54,0.94,15.82,7.26,7.85,9.6,3.18,1.46,0.47,0.0,1.88,0.0,0.0,1.0
8741.44,1953.0,-2.1,10.97,5.18,7.01,70.64,6.09,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,1.0
1681.05,1962.0,-0.28,55.3,1.29,18.25,0.0,8.44,11.99,4.08,0.51,0.14,0.0,0.0,0.0,0.0,1.0
9273.59,1991.0,-3.37,49.25,0.11,1.24,0.0,48.29,1.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3622.46,1946.0,2.15,55.8,1.43,17.94,0.0,8.88,12.41,3.28,0.1,0.09,0.0,0.0,0.07,0.0,1.0
4311.62,1948.0,-2.39,50.42,1.12,15.35,9.85,8.92,11.65,2.4,0.16,0.14,0.0,0.0,0.0,0.0,1.0
37.15,1954.0,0.39,51.02,1.57,14.55,10.59,7.27,11.98,2.77,0.08,0.17,0.0,0.0,0.0,0.0,1.0
4132.79,1958.0,0.34,50.99,2.62,13.33,11.28,7.86,10.76,2.42,0.49,0.25,0.0,0.0,0.0,0.0,1.0
5471.49,1960.0,-4.68,50.18,0.01,0.0,0.0,48.56,0.51,0.17,0.01,0.02,0.0,0.0,0.54,0.0,1.0
100.41,1983.0,-0.46,44.53,7.11,13.14,16.31,5.92,9.66,3.23,0.06,0.03,0.0,0.0,0.0,0.0,1.0
3192.94,1987.0,-3.97,55.2,1.46,19.14,0.0,7.91,11.27,4.54,0.19,0.28,0.0,0.0,0.0,0.0,1.0
3446.17,1992.0,1.67,55.97,1.09,16.21,5.27,5.76,6.69,3.27,1.97,0.23,0.0,1.48,2.06,0.0,1.0
4535.11,1993.0,-1.21,49.72,1.13,17.57,8.98,8.42,11.19,2.85,0.04,0.11,0.0,0.0,0.0,0.0,1.0
8445.47,1945.0,-2.44,55.07,0.58,16.53,8.26,6.21,11.0,2.08,0.22,0.05,0.0,0.0,0.0,0.0,1.0
7596.49,1954.0,-1.23,51.04,1.62,15.09,9.83,7.42,11.83,2.83,0.16,0.17,0.0,0.0,0.0,0.0,1.0
3472.17,1963.0,-1.86,52.7,0.46,8.71,0.0,19.36,16.79,0.69,0.03,0.0,0.0,1.26,0.0,0.0,1.0
2387.82,1965.0,-4.73,44.85,0.02,1.42,8.18,44.75,0.33,0.04,0.03,0.01,0.0,0.0,0.37,0.0,1.0
355.78,1971.0,0.42,51.58,1.93,14.33,11.73,6.22,10.93,3.03,0.13,0.13,0.0,0.0,0.0,0.0,1.0
9681.33,1980.0,3.87,50.18,1.34,15.25,10.04,8.06,12.54,2.35,0.1,0.14,0.0,0.0,0.0,0.0,1.0
10929.93,1988.0,-1.12,53.42,1.13,20.5,0.0,8.35,14.02,2.39,0.19,0.0,0.0,0.0,0.0,0.0,1.0
2509.91,1946.0,0.92,49.75,1.77,16.38,9.85,6.75,11.88,3.05,0.31,0.25,0.0,0.0,0.0,0.0,1.0
2695.22,1948.0,0.62,50.51,1.69,14.28,10.79,7.82,11.94,2.7,0.13,0.15,0.0,0.0,0.0,0.0,1.0
6545.51,1950.0,1.58,51.57,0.71,23.58,0.0,7.48,14.57,2.0,0.04,0.05,0.0,0.0,0.0,0.0,1.0
6789.39,1953.0,1.65,50.79,1.9,15.07,11.41,6.59,11.02,2.88,0.13,0.2,0.0,0.0,0.0,0.0,1.0
1228.59,1966.0,-2.43,55.52,0.6,14.34,5.44,7.91,7.53,3.76,2.78,0.48,0.0,1.48,0.17,0.0,1.0
6563.91,1967.0,1.92,52.85,1.19,13.87,10.35,7.77,11.56,2.3,0.09,0.0,0.0,0.0,0.03,0.0,1.0
293.45,1972.0,3.66,50.79,2.16,13.57,12.37,6.89,10.85,2.93,0.24,0.21,0.0,0.0,0.0,0.0,1.0
1550.39,1977.0,1.66,50.35,1.04,15.57,9.24,8.41,13.17,2.09,0.04,0.09,0.0,0.0,0.0,0.0,1.0
1399.26,1979.0,-3.74,52.73,2.94,19.13,0.0,5.4,9.7,3.82,3.82,2.46,0.0,0.0,0.0,0.0,1.0
5521.69,1982.0,-3.25,52.25,0.78,17.46,7.5,6.3,9.82,2.59,1.6,0.2,0.0,1.49,0.0,0.0,1.0
9231.97,1946.0,-4.32,47.21,1.28,14.07,9.16,13.57,10.81,2.79,0.89,0.22,0.0,0.0,0.0,0.0,1.0
5643.45,1955.0,-2.68,63.17,0.3,13.12,3.84,8.46,3.85,3.91,2.09,0.04,0.0,1.2,0.0,0.0,1.0
6585.53,1956.0,0.38,49.95,0.88,17.02,9.07,8.9,11.16,2.9,0.05,0.06,0.0,0.0,0.0,0.0,1.0
8605.64,1958.0,4.24,56.91,0.75,16.86,6.47,5.19,8.22,3.36,1.95,0.28,0.0,0.0,0.0,0.0,1.0
11500.31,1993.0,3.52,50.73,1.49,14.68,10.32,7.79,11.9,2.82,0.12,0.15,0.0,0.0,0.0,0.0,1.0
10268.0,1949.0,-3.79,49.36,0.17,1.97,0.0,40.68,7.53,0.25,0.03,0.01,0.0,0.0,0.0,0.0,1.0
2885.36,1952.0,0.39,52.02,0.56,4.92,9.72,19.49,11.8,0.6,0.39,0.22,0.0,0.0,0.28,0.0,1.0
1038.73,1959.0,-0.78,50.01,0.02,2.73,0.0,45.22,2.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0
3971.98,1965.0,-2.94,53.95,0.92,18.32,0.0,10.45,13.87,2.31,0.05,0.07,0.0,0.0,0.06,0.0,1.0
570.68,1975.0,-0.19,50.72,1.97,14.8,10.31,7.23,11.43,2.94,0.08,0.19,0.0,0.28,0.04,0.0,1.0
1108.15,1994.0,2.58,51.24,0.74,16.19,9.34,7.65,13.15,1.46,0.16,0.07,0.0,0.0,0.0,0.0,1.0
7117.89,1945.0,-0.63,52.25,0.78,17.46,7.5,6.3,9.82,2.59,1.6,0.2,0.0,1.49,0.0,0.0,1.0
521.12,1946.0,1.55,52.23,0.87,23.75,0.0,6.16,14.75,2.01,0.16,0.07,0.0,0.0,0.0,0.0,1.0
95.31,1947.0,-1.22,44.62,0.01,0.66,8.42,45.37,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0
9993.39,1951.0,3.85,55.35,0.65,15.78,0.0,10.11,15.14,2.86,0.05,0.02,0.0,0.0,0.03,0.0,1.0
2486.73,1961.0,-1.39,47.11,0.01,1.68,0.0,50.12,0.57,0.0,0.09,0.0,0.0,0.0,0.42,0.0,1.0
3430.26,1972.0,-1.05,55.99,0.74,16.59,6.37,5.1,8.09,3.31,1.92,0.28,0.0,1.49,0.12,0.0,1.0
2527.06,1986.0,0.14,44.82,0.11,0.74,7.34,44.82,1.69,0.1,0.0,0.0,0.0,0.0,0.38,0.0,1.0
106.46,1991.0,4.3,49.98,0.7,13.35,8.23,11.8,8.16,2.49,1.63,0.36,0.0,2.44,0.86,0.0,1.0
9593.32,1948.0,-1.98,49.36,0.85,14.8,8.23,12.51,10.31,2.82,0.82,0.31,0.0,0.0,0.0,0.0,1.0
5300.91,1949.0,3.05,50.72,1.51,14.68,10.53,7.27,11.84,3.09,0.2,0.16,0.0,0.0,0.0,0.0,1.0
8840.2,1951.0,-2.46,51.0,1.5,14.69,10.16,7.68,12.07,2.65,0.04,0.19,0.0,0.0,0.0,0.0,1.0
648.29,1970.0,1.15,50.12,1.34,16.66,9.1,7.66,11.78,3.06,0.15,0.13,0.0,0.0,0.0,0.0,1.0
8935.3,1971.0,-3.42,58.51,0.09,2.31,0.0,29.47,8.51,0.41,0.0,0.0,0.0,0.0,0.71,0.0,1.0
4224.77,1973.0,3.69,45.49,0.43,8.99,11.4,19.31,8.7,0.45,0.18,0.02,0.0,5.03,0.0,0.0,1.0
5536.25,1980.0,1.02,48.88,0.08,1.65,0.0,46.51,1.88,0.06,0.18,0.34,0.0,0.0,0.42,0.0,1.0
6931.6,1983.0,0.37,53.87,0.3,14.14,7.79,10.29,12.67,0.84,0.09,0.01,0.0,0.0,0.0,0.0,1.0
503.97,1985.0,-4.47,53.58,0.97,19.22,0.0,10.72,12.84,2.58,0.0,0.09,0.0,0.0,0.0,0.0,1.0
6105.14,1991.0,0.6,50.78,1.33,15.01,9.89,7.61,12.59,2.63,0.05,0.11,0.0,0.0,0.0,0.0,1.0
9135.57,1952.0,-2.32,51.76,0.14,13.86,0.0,19.73,13.11,0.89,0.0,0.0,0.0,0.0,0.51,0.0,1.0
816.42,1953.0,-0.39,50.5,1.13,16.1,9.1,7.49,12.95,2.34,0.22,0.17,0.0,0.0,0.0,0.0,1.0
8895.84,1956.0,1.91,51.94,0.15,14.14,0.0,19.59,12.97,0.91,0.0,0.0,0.0,0.0,0.3,0.0,1.0
3941.49,1958.0,-4.88,49.4,1.35,15.99,7.97,8.24,13.82,2.36,0.64,0.23,0.0,0.0,0.0,0.0,1.0
6547.31,1961.0,0.82,61.04,0.29,13.54,3.71,6.86,4.71,3.97,1.36,0.07,0.0,3.34,1.11,0.0,1.0
5848.28,1962.0,0.55,52.69,0.82,21.1,0.0,8.81,14.17,2.3,0.04,0.06,0.0,0.0,0.0,0.0,1.0
11890.31,1965.0,-1.12,48.71,0.17,3.68,0.0,42.96,3.86,0.23,0.0,0.01,0.0,0.0,0.38,0.0,1.0
7626.47,1974.0,1.71,51.3,0.8,15.1,7.31,9.96,8.56,2.56,1.73,0.31,0.0,1.48,0.89,0.0,1.0
3380.82,1977.0,-0.72,50.53,1.22,14.14,11.9,7.49,12.19,2.36,0.09,0.08,0.0,0.0,0.0,0.0,1.0
3669.16,1989.0,-2.19,42.15,0.02,0.69,8.95,47.76,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9743.11,1994.0,4.83,51.35,1.29,13.9,12.14,6.92,12.06,2.14,0.05,0.14,0.0,0.0,0.0,0.0,1.0
11762.49,1946.0,-3.58,50.54,1.29,16.74,8.19,8.92,11.39,2.71,0.09,0.12,0.0,0.0,0.0,0.0,1.0
11486.18,1948.0,1.41,51.2,1.34,15.0,9.49,8.45,11.76,2.44,0.04,0.28,0.0,0.0,0.0,0.0,1.0
8229.89,1949.0,-3.22,57.17,1.13,16.51,0.0,6.77,12.47,4.16,1.69,0.1,0.0,0.0,0.0,0.0,1.0
6851.31,1953.0,0.79,49.74,1.26,15.65,9.3,9.0,12.29,2.54,0.1,0.12,0.0,0.0,0.0,0.0,1.0
11207.35,1955.0,2.93,47.92,0.82,14.37,7.99,12.14,10.01,2.74,0.79,0.3,0.0,1.47,1.45,0.0,1.0
4949.72,1958.0,0.32,57.88,0.56,15.06,6.98,5.41,7.42,4.03,0.9,0.28,0.0,1.48,0.0,0.0,1.0
6581.93,1959.0,1.57,57.1,1.18,14.61,5.99,5.27,8.36,3.09,3.84,0.54,0.0,0.0,0.0,0.0,1.0
9839.61,1962.0,-4.44,53.11,0.74,17.28,6.67,5.21,9.11,2.59,1.58,0.2,0.0,1.46,2.05,0.0,1.0
8397.24,1970.0,-0.08,50.13,2.13,14.21,11.66,7.12,11.25,2.95,0.11,0.19,0.0,0.25,0.0,0.0,1.0
4727.16,1971.0,-0.47,37.94,1.93,8.32,10.22,19.88,14.91,3.25,2.13,1.42,0.0,0.0,0.0,0.0,1.0
7091.13,1974.0,1.17,56.25,0.8,16.5,8.44,5.06,4.78,5.31,1.12,0.26,0.0,1.49,0.0,0.0,1.0
234.48,1980.0,0.87,45.92,0.01,1.32,8.01,44.6,0.01,0.08,0.01,0.03,0.0,0.0,0.0,0.0,1.0
9301.39,1981.0,-3.76,53.88,0.61,13.6,0.0,11.4,15.3,2.63,0.17,0.05,0.0,2.27,0.07,0.0,1.0
8529.14,1984.0,-1.44,57.16,1.47,17.85,0.0,7.97,11.59,3.51,0.38,0.0,0.0,0.0,0.06,0.0,1.0
4861.51,1945.0,-3.42,53.18,15.32,12.35,0.18,12.69,4.59,0.04,1.51,0.13,0.0,0.0,0.0,0.0,1.0
8169.13,1952.0,0.26,51.15,2.68,13.26,13.91,5.39,9.96,3.19,0.22,0.23,0.0,0.0,0.0,0.0,1.0
1361.22,1957.0,0.73,53.96,0.89,20.25,0.0,8.25,13.77,2.71,0.08,0.1,0.0,0.0,0.0,0.0,1.0
2768.33,1966.0,1.9,51.24,2.22,14.63,10.67,6.9,11.34,2.89,0.11,0.0,0.0,0.0,0.0,0.0,1.0
611.53,1994.0,3.87,53.17,0.12,2.67,0.0,24.35,19.48,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
416.9,1946.0,-0.16,53.38,1.31,16.08,8.7,6.39,10.93,2.79,0.28,0.14,0.0,0.0,0.0,0.0,1.0
4370.56,1963.0,-2.47,48.49,0.87,17.63,9.06,9.07,12.67,2.11,0.05,0.06,0.0,0.0,0.0,0.0,1.0
7020.92,1972.0,-0.58,44.63,3.85,13.18,13.54,9.26,11.63,2.35,0.98,0.58,0.0,0.0,0.0,0.0,1.0
1106.52,1974.0,1.42,50.8,1.34,15.16,9.42,8.24,12.15,2.71,0.09,0.1,0.0,0.0,0.0,0.0,1.0
11057.42,1976.0,2.44,49.58,2.09,13.23,10.5,9.77,9.19,3.7,1.54,0.4,0.0,0.0,0.0,0.0,1.0
4137.97,1989.0,0.53,58.76,0.72,16.09,5.99,5.45,6.5,3.12,1.75,0.0,0.0,1.48,0.14,0.0,1.0
6006.59,1992.0,1.5,50.66,1.74,15.49,10.2,7.31,11.43,2.87,0.15,0.15,0.0,0.0,0.0,0.0,1.0
5825.07,1994.0,2.88,51.12,1.16,14.46,10.47,7.73,12.61,2.28,0.06,0.1,0.0,0.0,0.0,0.0,1.0
4493.86,1952.0,-2.32,48.87,1.27,16.08,10.02,8.5,12.44,2.59,0.11,0.12,0.0,0.0,0.0,0.0,1.0
7422.45,1954.0,-0.29,52.8,2.69,17.32,0.0,7.6,10.18,3.92,3.92,1.57,0.0,0.0,0.0,0.0,1.0
5776.54,1958.0,-0.27,55.74,0.61,14.39,5.42,7.75,7.51,3.79,2.82,0.48,0.0,1.48,0.0,0.0,1.0
2231.35,1972.0,1.8,50.33,1.18,14.69,11.34,7.83,12.25,2.14,0.12,0.11,0.0,0.0,0.0,0.0,1.0
2359.29,1975.0,1.35,51.28,0.08,19.51,0.0,10.46,17.49,1.02,0.03,0.0,0.0,0.0,0.13,0.0,1.0
792.82,1986.0,-1.42,53.66,1.16,14.99,6.09,6.06,8.8,4.12,1.47,0.81,0.0,1.46,1.38,0.0,1.0
11380.99,1945.0,-0.78,49.88,1.05,16.32,8.85,8.72,12.68,2.33,0.04,0.13,0.0,0.0,0.0,0.0,1.0
10325.86,1947.0,0.66,49.73,1.57,14.73,11.48,7.31,12.41,2.48,0.16,0.13,0.0,0.0,0.0,0.0,1.0
6632.76,1949.0,-1.27,51.57,1.05,15.34,7.06,7.39,9.39,3.03,1.32,0.54,0.0,1.46,1.85,0.0,1.0
3268.3,1951.0,2.41,51.54,1.45,13.59,13.18,6.58,11.3,2.15,0.07,0.13,0.0,0.0,0.0,0.0,1.0
3616.88,1964.0,-3.23,56.4,1.06,18.77,0.0,7.65,12.71,3.05,0.31,0.0,0.0,0.0,0.05,0.0,1.0
2379.24,1972.0,-4.79,48.23,1.14,16.49,10.35,8.77,12.58,2.32,0.04,0.08,0.0,0.0,0.0,0.0,1.0
11428.56,1974.0,-4.49,54.16,1.67,18.73,0.0,8.78,12.1,3.54,0.74,0.24,0.0,0.0,0.05,0.0,1.0
701.13,1980.0,0.44,50.59,1.48,14.95,9.64,8.1,12.46,2.54,0.08,0.16,0.0,0.0,0.0,0.0,1.0
1629.46,1985.0,1.75,50.33,1.09,16.7,8.36,8.54,12.23,2.6,0.02,0.13,0.0,0.0,0.0,0.0,1.0
4614.25,1945.0,-4.25,50.47,1.87,14.1,12.17,6.95,11.58,2.61,0.14,0.12,0.0,0.0,0.0,0.0,1.0
